격자_ID,평균_거치율
34,5.208333333333333
39,0.0
40,24.583333333333332
54,96.66666666666666
55,115.83333333333331
64,220.0
68,121.66666666666667
74,32.29166666666667
75,38.888888888888886
82,78.84615384615384
83,201.04166666666669
84,105.0
89,179.16666666666666
91,135.41666666666666
93,125.83333333333334
94,22.5
95,131.66666666666669
114,85.55555555555556
116,93.75
120,48.80952380952381
121,100.0
122,112.28632478632478
123,39.16666666666666
124,40.74652777777778
127,0.0
128,36.2369420702754
142,20.0
148,31.666666666666664
150,26.666666666666664
158,75.0
173,73.33333333333333
195,60.0
202,23.61111111111111
203,24.907407407407405
204,23.4375
205,91.66666666666666
219,12.346028154851684
220,14.0625
221,70.0
223,37.77777777777777
224,30.0
230,10.0
236,163.22916666666669
262,45.83333333333333
273,7.746478873239437
277,20.0
278,15.0
280,50.0
284,121.66666666666667
290,40.0
291,67.5
294,43.75
295,79.16666666666666
296,61.83035714285714
297,12.5
299,9.090909090909092
301,81.01190476190477
303,10.555555555555555
304,41.04938271604939
306,102.38095238095238
318,33.33333333333333
353,80.0
357,0.0
362,43.33333333333333
379,72.63888888888889
380,72.91666666666666
381,160.71428571428572
382,68.75
397,52.49999999999999
399,54.58333333333333
401,276.3690476190476
411,250.0
415,257.5
418,362.5
425,283.75
426,150.0
427,60.0
430,400.0
444,482.5
445,38.333333333333336
455,551.6666666666667
460,71.66666666666666
464,54.54545454545454
472,177.91666666666669
474,265.0
475,7.971014492753623
479,30.0
496,0.0
518,111.66666666666667
523,50.0
525,14.285714285714285
527,42.361111111111114
529,48.611111111111114
530,97.77777777777777
541,16.666666666666668
544,10.0
549,12.5
550,0.37878787878787873
552,1.6666666666666665
553,0.0
559,0.4166666666666667
560,80.0
563,0.0
567,10.0
579,0.0
589,0.0
595,17.307692307692307
600,0.5
604,38.095238095238095
605,10.833333333333332
606,23.33333333333333
610,72.43589743589743
612,65.0
615,10.0
626,26.666666666666668
628,91.66666666666667
632,0.0
633,0.0
636,43.05555555555555
639,18.88888888888889
642,0.0
650,25.18518518518518
652,37.5
653,0.0
655,0.0
659,0.0
664,0.8333333333333334
676,0.0
677,33.33333333333333
681,23.333333333333336
682,2.5
684,10.0
688,7.5
690,80.76923076923077
695,84.16666666666666
696,260.0
702,130.95238095238096
704,0.0
705,20.833333333333332
706,2.0833333333333335
713,13.750000000000002
716,6.311728395061729
723,15.416666666666666
725,167.91666666666666
729,21.25
730,24.166666666666664
732,75.0
737,82.5
738,97.5
739,0.5555555555555555
740,25.555555555555557
744,11.805555555555555
745,100.83333333333333
751,51.19047619047619
753,35.18518518518518
754,2.272727272727273
757,173.33333333333334
759,0.27777777777777773
760,0.0
768,0.0
772,16.11111111111111
