격자_ID,평균_거치율
34,8.958333333333334
39,6.666666666666667
40,11.666666666666668
54,61.666666666666664
55,152.08333333333334
64,201.66666666666663
68,120.0
74,16.666666666666668
75,26.85185185185185
82,92.3076923076923
83,194.16666666666663
84,100.0
89,164.16666666666666
91,170.13888888888889
93,69.16666666666666
94,36.666666666666664
95,70.0
114,87.77777777777779
116,44.44444444444445
120,57.14285714285714
121,100.0
122,131.5349002849003
123,1.6666666666666665
124,11.041666666666666
127,0.0
128,69.01946818613486
142,20.0
148,33.33333333333333
150,40.0
158,5.833333333333333
173,62.77777777777777
195,10.0
202,4.166666666666666
203,4.497354497354498
204,0.5208333333333331
205,100.0
219,9.445701357466064
220,3.645833333333333
221,100.83333333333334
223,6.666666666666667
224,2.6666666666666665
230,29.166666666666664
236,121.14583333333334
262,70.83333333333334
273,16.666666666666664
277,62.5
278,15.0
280,35.416666666666664
284,140.0
290,0.0
291,60.0
294,48.4375
295,155.83333333333331
296,65.40178571428572
297,24.479166666666668
299,4.166666666666667
301,52.976190476190474
303,6.666666666666667
304,21.48148148148148
306,148.8095238095238
318,50.0
353,78.33333333333333
357,47.97619047619048
362,25.0
379,50.39351851851852
380,61.25
381,84.52380952380952
382,71.25
397,64.16666666666666
399,42.08333333333333
401,276.6666666666667
411,220.00000000000003
415,270.0
418,350.0
425,312.08333333333337
426,140.0
427,60.0
430,396.1111111111111
444,472.0833333333333
445,20.0
455,547.9166666666666
460,59.166666666666664
464,107.95454545454544
472,187.91666666666669
474,260.0
475,0.20833333333333334
479,30.0
496,10.0
518,160.0
523,47.549019607843135
525,0.0
527,11.11111111111111
529,58.333333333333336
530,110.00000000000001
541,27.27272727272727
544,20.0
549,15.0
550,0.0
552,86.66666666666667
553,40.0
559,7.916666666666666
560,90.83333333333333
563,20.0
567,27.5
579,13.333333333333334
589,10.0
595,29.48717948717949
600,5.0
604,92.85714285714286
605,10.0
606,0.0
610,69.23076923076923
612,77.5
615,10.0
626,30.0
628,1.6666666666666665
632,10.0
633,0.0
636,52.77777777777778
639,0.5555555555555555
642,0.0
650,11.75925925925926
652,37.5
653,0.0
655,33.92857142857143
659,0.0
664,10.0
676,16.666666666666664
677,25.0
681,9.166666666666668
682,14.166666666666668
684,13.333333333333334
688,13.333333333333334
690,131.4102564102564
695,92.5
696,244.44444444444446
702,156.5873015873016
704,40.0
705,16.666666666666664
706,0.0
713,0.0
716,5.555555555555555
723,30.0
725,131.18055555555554
729,46.25
730,0.4166666666666667
732,75.0
737,85.0
738,86.66666666666666
739,17.77777777777778
740,7.222222222222222
744,48.75
745,112.5
751,42.85714285714285
753,38.541666666666664
754,0.7575757575757575
757,170.0
759,1.9444444444444444
760,30.0
768,7.222222222222222
772,41.66666666666667
774,13.333333333333332
780,245.0
785,28.333333333333336
792,47.77777777777777
794,50.0
799,140.0
810,4.166666666666667
811,140.0
812,78.33333333333334
813,20.0
819,0.0
821,50.66666666666667
823,0.0
824,0.0
827,4.722222222222223
832,2.5
835,120.625
837,44.16666666666667
839,105.0
843,55.0
