대여소번호,시간대,대여가능수량,보관소(대여소)명,설치대수,거치율,geometry,CELL_ID,CELL_X,CELL_Y,GID,LBL,VAL
220,7,0.6666666666666666, 미성아파트 A동 앞,60.0,1.111111111111111,POINT (126.92604828 37.5193634),다사49254675,949375,1946875,다사49ab46bb,18774565.83,18774565.83
220,8,0.3333333333333333, 미성아파트 A동 앞,60.0,0.5555555555555555,POINT (126.92604828 37.5193634),다사49254675,949375,1946875,다사49ab46bb,18774565.83,18774565.83
220,18,7.333333333333333, 미성아파트 A동 앞,60.0,12.22222222222222,POINT (126.92604828 37.5193634),다사49254675,949375,1946875,다사49ab46bb,18774565.83,18774565.83
220,19,7.5, 미성아파트 A동 앞,60.0,12.5,POINT (126.92604828 37.5193634),다사49254675,949375,1946875,다사49ab46bb,18774565.83,18774565.83
221,7,5.833333333333333, 여의도초교 앞,20.0,29.166666666666664,POINT (126.93778992 37.52267456),다사50254700,950375,1947125,다사50ab47aa,2311657.25,2311657.25
221,8,4.333333333333333, 여의도초교 앞,20.0,21.666666666666664,POINT (126.93778992 37.52267456),다사50254700,950375,1947125,다사50ab47aa,2311657.25,2311657.25
221,18,0.6666666666666666, 여의도초교 앞,20.0,3.333333333333333,POINT (126.93778992 37.52267456),다사50254700,950375,1947125,다사50ab47aa,2311657.25,2311657.25
221,19,0.6666666666666666, 여의도초교 앞,20.0,3.333333333333333,POINT (126.93778992 37.52267456),다사50254700,950375,1947125,다사50ab47aa,2311657.25,2311657.25
222,7,25.0, 시범아파트버스정류장 옆,24.0,104.16666666666669,POINT (126.93688965 37.51902008),다사50004675,950125,1946875,다사50aa46bb,12361283.18,12361283.18
222,8,24.666666666666668, 시범아파트버스정류장 옆,24.0,102.7777777777778,POINT (126.93688965 37.51902008),다사50004675,950125,1946875,다사50aa46bb,12361283.18,12361283.18
222,18,25.166666666666668, 시범아파트버스정류장 옆,24.0,104.86111111111111,POINT (126.93688965 37.51902008),다사50004675,950125,1946875,다사50aa46bb,12361283.18,12361283.18
222,19,24.5, 시범아파트버스정류장 옆,24.0,102.08333333333331,POINT (126.93688965 37.51902008),다사50004675,950125,1946875,다사50aa46bb,12361283.18,12361283.18
223,7,3.333333333333333, 진주아파트상가 앞,40.0,8.333333333333334,POINT (126.9333725 37.51913071),다사49754675,949875,1946875,다사49bb46bb,9420247.11,9420247.11
223,8,4.0, 진주아파트상가 앞,40.0,10.0,POINT (126.9333725 37.51913071),다사49754675,949875,1946875,다사49bb46bb,9420247.11,9420247.11
223,18,7.0, 진주아파트상가 앞,40.0,17.5,POINT (126.9333725 37.51913071),다사49754675,949875,1946875,다사49bb46bb,9420247.11,9420247.11
223,19,7.0, 진주아파트상가 앞,40.0,17.5,POINT (126.9333725 37.51913071),다사49754675,949875,1946875,다사49bb46bb,9420247.11,9420247.11
224,7,25.83333333333333, 롯데캐슬 앞,40.0,64.58333333333333,POINT (126.93236542 37.5200882),다사49754675,949875,1946875,다사49bb46bb,9420247.11,9420247.11
224,8,28.0, 롯데캐슬 앞,40.0,70.0,POINT (126.93236542 37.5200882),다사49754675,949875,1946875,다사49bb46bb,9420247.11,9420247.11
224,18,28.0, 롯데캐슬 앞,40.0,70.0,POINT (126.93236542 37.5200882),다사49754675,949875,1946875,다사49bb46bb,9420247.11,9420247.11
224,19,28.83333333333333, 롯데캐슬 앞,40.0,72.08333333333333,POINT (126.93236542 37.5200882),다사49754675,949875,1946875,다사49bb46bb,9420247.11,9420247.11
225,7,10.666666666666666, 앙카라공원 앞,52.0,20.51282051282051,POINT (126.92961884 37.51758575),다사49504650,949625,1946625,다사49ba46ba,10232939.24,10232939.24
225,8,9.5, 앙카라공원 앞,52.0,18.269230769230766,POINT (126.92961884 37.51758575),다사49504650,949625,1946625,다사49ba46ba,10232939.24,10232939.24
225,18,9.0, 앙카라공원 앞,52.0,17.307692307692307,POINT (126.92961884 37.51758575),다사49504650,949625,1946625,다사49ba46ba,10232939.24,10232939.24
225,19,11.166666666666666, 앙카라공원 앞,52.0,21.47435897435897,POINT (126.92961884 37.51758575),다사49504650,949625,1946625,다사49ba46ba,10232939.24,10232939.24
226,7,6.0, 샛강역 1번출구 앞,38.0,15.789473684210526,POINT (126.92841339 37.51776505),다사49254650,949375,1946625,다사49ab46ba,14885945.13,14885945.13
226,8,5.166666666666667, 샛강역 1번출구 앞,38.0,13.596491228070176,POINT (126.92841339 37.51776505),다사49254650,949375,1946625,다사49ab46ba,14885945.13,14885945.13
226,18,9.0, 샛강역 1번출구 앞,38.0,23.684210526315788,POINT (126.92841339 37.51776505),다사49254650,949375,1946625,다사49ab46ba,14885945.13,14885945.13
226,19,9.0, 샛강역 1번출구 앞,38.0,23.684210526315788,POINT (126.92841339 37.51776505),다사49254650,949375,1946625,다사49ab46ba,14885945.13,14885945.13
227,7,32.333333333333336, 양평2나들목 보행통로 입구,40.0,80.83333333333333,POINT (126.88835907 37.54466629),다사45754950,945875,1949625,다사45bb49ba,1668783.47,1668783.47
227,8,33.0, 양평2나들목 보행통로 입구,40.0,82.5,POINT (126.88835907 37.54466629),다사45754950,945875,1949625,다사45bb49ba,1668783.47,1668783.47
227,18,31.5, 양평2나들목 보행통로 입구,40.0,78.75,POINT (126.88835907 37.54466629),다사45754950,945875,1949625,다사45bb49ba,1668783.47,1668783.47
227,19,32.0, 양평2나들목 보행통로 입구,40.0,80.0,POINT (126.88835907 37.54466629),다사45754950,945875,1949625,다사45bb49ba,1668783.47,1668783.47
228,7,20.83333333333333, 선유도역 3번출구 앞,20.0,104.16666666666666,POINT (126.89450836 37.53845978),다사46504875,946625,1948875,다사46ba48bb,6025265.97,6025265.97
228,8,24.0, 선유도역 3번출구 앞,20.0,120.0,POINT (126.89450836 37.53845978),다사46504875,946625,1948875,다사46ba48bb,6025265.97,6025265.97
228,18,14.0, 선유도역 3번출구 앞,20.0,70.0,POINT (126.89450836 37.53845978),다사46504875,946625,1948875,다사46ba48bb,6025265.97,6025265.97
228,19,13.5, 선유도역 3번출구 앞,20.0,67.5,POINT (126.89450836 37.53845978),다사46504875,946625,1948875,다사46ba48bb,6025265.97,6025265.97
229,7,32.666666666666664, 양평1 보행육교 앞,25.0,130.66666666666666,POINT (126.8921814 37.53587341),다사46254850,946375,1948625,다사46ab48ba,4340296.87,4340296.87
229,8,33.5, 양평1 보행육교 앞,25.0,134.0,POINT (126.8921814 37.53587341),다사46254850,946375,1948625,다사46ab48ba,4340296.87,4340296.87
229,18,27.83333333333333, 양평1 보행육교 앞,25.0,111.33333333333331,POINT (126.8921814 37.53587341),다사46254850,946375,1948625,다사46ab48ba,4340296.87,4340296.87
229,19,29.0, 양평1 보행육교 앞,25.0,116.0,POINT (126.8921814 37.53587341),다사46254850,946375,1948625,다사46ab48ba,4340296.87,4340296.87
230,7,1.8333333333333333, 영등포구청역 1번출구,26.0,7.051282051282051,POINT (126.89621735 37.52463531),다사46504725,946625,1947375,다사46ba47ab,6370598.94,6370598.94
230,8,1.1666666666666667, 영등포구청역 1번출구,26.0,4.487179487179487,POINT (126.89621735 37.52463531),다사46504725,946625,1947375,다사46ba47ab,6370598.94,6370598.94
230,18,15.333333333333334, 영등포구청역 1번출구,26.0,58.97435897435898,POINT (126.89621735 37.52463531),다사46504725,946625,1947375,다사46ba47ab,6370598.94,6370598.94
230,19,14.833333333333334, 영등포구청역 1번출구,26.0,57.05128205128205,POINT (126.89621735 37.52463531),다사46504725,946625,1947375,다사46ba47ab,6370598.94,6370598.94
231,7,10.0, 남부고용노동지청 남측,10.0,100.0,POINT (126.89182281 37.52450562),다사46254725,946375,1947375,다사46ab47ab,4390936.04,4390936.04
231,8,9.333333333333334, 남부고용노동지청 남측,10.0,93.33333333333331,POINT (126.89182281 37.52450562),다사46254725,946375,1947375,다사46ab47ab,4390936.04,4390936.04
231,18,12.666666666666666, 남부고용노동지청 남측,10.0,126.66666666666666,POINT (126.89182281 37.52450562),다사46254725,946375,1947375,다사46ab47ab,4390936.04,4390936.04
231,19,11.666666666666666, 남부고용노동지청 남측,10.0,116.66666666666666,POINT (126.89182281 37.52450562),다사46254725,946375,1947375,다사46ab47ab,4390936.04,4390936.04
232,7,7.0, 양평우림 이비즈센타 앞,20.0,35.0,POINT (126.88781738 37.52565002),다사45754750,945875,1947625,다사45bb47ba,4942381.81,4942381.81
232,8,6.333333333333333, 양평우림 이비즈센타 앞,20.0,31.666666666666664,POINT (126.88781738 37.52565002),다사45754750,945875,1947625,다사45bb47ba,4942381.81,4942381.81
232,18,2.1666666666666665, 양평우림 이비즈센타 앞,20.0,10.833333333333332,POINT (126.88781738 37.52565002),다사45754750,945875,1947625,다사45bb47ba,4942381.81,4942381.81
232,19,3.5, 양평우림 이비즈센타 앞,20.0,17.5,POINT (126.88781738 37.52565002),다사45754750,945875,1947625,다사45bb47ba,4942381.81,4942381.81
233,7,4.0, 양평1동 YP센터 앞,10.0,40.0,POINT (126.89164734 37.52848816),다사46004775,946125,1947875,다사46aa47bb,2107343.77,2107343.77
233,8,4.333333333333333, 양평1동 YP센터 앞,10.0,43.33333333333333,POINT (126.89164734 37.52848816),다사46004775,946125,1947875,다사46aa47bb,2107343.77,2107343.77
233,18,6.0, 양평1동 YP센터 앞,10.0,60.0,POINT (126.89164734 37.52848816),다사46004775,946125,1947875,다사46aa47bb,2107343.77,2107343.77
233,19,6.0, 양평1동 YP센터 앞,10.0,60.0,POINT (126.89164734 37.52848816),다사46004775,946125,1947875,다사46aa47bb,2107343.77,2107343.77
235,7,4.0, 신길동 우리은행 옆,10.0,40.0,POINT (126.91023254 37.50456619),다사47754500,947875,1945125,다사47bb45aa,6027770.48,6027770.48
235,8,4.0, 신길동 우리은행 옆,10.0,40.0,POINT (126.91023254 37.50456619),다사47754500,947875,1945125,다사47bb45aa,6027770.48,6027770.48
235,18,3.8333333333333335, 신길동 우리은행 옆,10.0,38.333333333333336,POINT (126.91023254 37.50456619),다사47754500,947875,1945125,다사47bb45aa,6027770.48,6027770.48
235,19,2.0, 신길동 우리은행 옆,10.0,20.0,POINT (126.91023254 37.50456619),다사47754500,947875,1945125,다사47bb45aa,6027770.48,6027770.48
236,7,39.333333333333336, 문래동자이아파트 앞,10.0,393.33333333333337,POINT (126.89461517 37.51615524),다사46504625,946625,1946375,다사46ba46ab,6601705.23,6601705.23
236,8,40.16666666666666, 문래동자이아파트 앞,10.0,401.6666666666667,POINT (126.89461517 37.51615524),다사46504625,946625,1946375,다사46ba46ab,6601705.23,6601705.23
236,18,45.5, 문래동자이아파트 앞,10.0,455.0,POINT (126.89461517 37.51615524),다사46504625,946625,1946375,다사46ba46ab,6601705.23,6601705.23
236,19,49.16666666666666, 문래동자이아파트 앞,10.0,491.6666666666666,POINT (126.89461517 37.51615524),다사46504625,946625,1946375,다사46ba46ab,6601705.23,6601705.23
237,7,2.1666666666666665, 보라매 두산위브 건너편,40.0,5.416666666666666,POINT (126.91480255 37.49651337),다사48254425,948375,1944375,다사48ab44ab,4379691.86,4379691.86
237,8,2.0, 보라매 두산위브 건너편,40.0,5.0,POINT (126.91480255 37.49651337),다사48254425,948375,1944375,다사48ab44ab,4379691.86,4379691.86
237,18,1.1666666666666667, 보라매 두산위브 건너편,40.0,2.9166666666666665,POINT (126.91480255 37.49651337),다사48254425,948375,1944375,다사48ab44ab,4379691.86,4379691.86
237,19,1.0, 보라매 두산위브 건너편,40.0,2.5,POINT (126.91480255 37.49651337),다사48254425,948375,1944375,다사48ab44ab,4379691.86,4379691.86
238,7,5.666666666666667, 제2구민체육센타 앞,10.0,56.66666666666666,POINT (126.90275574 37.52638626),다사47004750,947125,1947625,다사47aa47ba,6590898.51,6590898.51
238,8,6.0, 제2구민체육센타 앞,10.0,60.0,POINT (126.90275574 37.52638626),다사47004750,947125,1947625,다사47aa47ba,6590898.51,6590898.51
238,18,2.0, 제2구민체육센타 앞,10.0,20.0,POINT (126.90275574 37.52638626),다사47004750,947125,1947625,다사47aa47ba,6590898.51,6590898.51
238,19,2.0, 제2구민체육센타 앞,10.0,20.0,POINT (126.90275574 37.52638626),다사47004750,947125,1947625,다사47aa47ba,6590898.51,6590898.51
239,7,19.5, 유스호스텔 앞,20.0,97.5,POINT (126.90328217 37.5258522),다사47254750,947375,1947625,다사47ab47ba,5295147.57,5295147.57
239,8,18.666666666666668, 유스호스텔 앞,20.0,93.33333333333331,POINT (126.90328217 37.5258522),다사47254750,947375,1947625,다사47ab47ba,5295147.57,5295147.57
239,18,18.0, 유스호스텔 앞,20.0,90.0,POINT (126.90328217 37.5258522),다사47254750,947375,1947625,다사47ab47ba,5295147.57,5295147.57
239,19,18.0, 유스호스텔 앞,20.0,90.0,POINT (126.90328217 37.5258522),다사47254750,947375,1947625,다사47ab47ba,5295147.57,5295147.57
240,7,11.166666666666666, 문래역 4번출구 앞,10.0,111.66666666666669,POINT (126.89557648 37.51873779),다사46504675,946625,1946875,다사46ba46bb,4840380.01,4840380.01
240,8,9.166666666666666, 문래역 4번출구 앞,10.0,91.66666666666666,POINT (126.89557648 37.51873779),다사46504675,946625,1946875,다사46ba46bb,4840380.01,4840380.01
240,18,8.166666666666666, 문래역 4번출구 앞,10.0,81.66666666666667,POINT (126.89557648 37.51873779),다사46504675,946625,1946875,다사46ba46bb,4840380.01,4840380.01
240,19,6.166666666666667, 문래역 4번출구 앞,10.0,61.66666666666667,POINT (126.89557648 37.51873779),다사46504675,946625,1946875,다사46ba46bb,4840380.01,4840380.01
241,7,12.0, 신길우성1차아파트 앞 공원,20.0,60.0,POINT (126.89853668 37.50501633),다사46754525,946875,1945375,다사46bb45ab,2947502.78,2947502.78
241,8,12.166666666666666, 신길우성1차아파트 앞 공원,20.0,60.83333333333333,POINT (126.89853668 37.50501633),다사46754525,946875,1945375,다사46bb45ab,2947502.78,2947502.78
241,18,9.166666666666666, 신길우성1차아파트 앞 공원,20.0,45.83333333333333,POINT (126.89853668 37.50501633),다사46754525,946875,1945375,다사46bb45ab,2947502.78,2947502.78
241,19,11.333333333333334, 신길우성1차아파트 앞 공원,20.0,56.66666666666666,POINT (126.89853668 37.50501633),다사46754525,946875,1945375,다사46bb45ab,2947502.78,2947502.78
242,7,1.0, 신길선원가와인아파트 앞,15.0,6.666666666666667,POINT (126.91022491 37.51093292),다사47754575,947875,1945875,다사47bb45bb,3553936.36,3553936.36
242,8,1.0, 신길선원가와인아파트 앞,15.0,6.666666666666667,POINT (126.91022491 37.51093292),다사47754575,947875,1945875,다사47bb45bb,3553936.36,3553936.36
242,18,12.0, 신길선원가와인아파트 앞,15.0,80.0,POINT (126.91022491 37.51093292),다사47754575,947875,1945875,다사47bb45bb,3553936.36,3553936.36
242,19,11.333333333333334, 신길선원가와인아파트 앞,15.0,75.55555555555557,POINT (126.91022491 37.51093292),다사47754575,947875,1945875,다사47bb45bb,3553936.36,3553936.36
243,7,8.666666666666666, 이앤씨드림타워 앞,15.0,57.77777777777777,POINT (126.89138031 37.52708435),다사46004750,946125,1947625,다사46aa47ba,5294434.81,5294434.81
243,8,8.333333333333334, 이앤씨드림타워 앞,15.0,55.55555555555556,POINT (126.89138031 37.52708435),다사46004750,946125,1947625,다사46aa47ba,5294434.81,5294434.81
243,18,4.0, 이앤씨드림타워 앞,15.0,26.666666666666668,POINT (126.89138031 37.52708435),다사46004750,946125,1947625,다사46aa47ba,5294434.81,5294434.81
243,19,4.0, 이앤씨드림타워 앞,15.0,26.666666666666668,POINT (126.89138031 37.52708435),다사46004750,946125,1947625,다사46aa47ba,5294434.81,5294434.81
244,7,17.0, 영등포삼환아파트 앞,20.0,85.0,POINT (126.90570831 37.53007889),다사47254800,947375,1948125,다사47ab48aa,6150763.0,6150763.0
244,8,18.33333333333333, 영등포삼환아파트 앞,20.0,91.66666666666666,POINT (126.90570831 37.53007889),다사47254800,947375,1948125,다사47ab48aa,6150763.0,6150763.0
244,18,14.833333333333334, 영등포삼환아파트 앞,20.0,74.16666666666667,POINT (126.90570831 37.53007889),다사47254800,947375,1948125,다사47ab48aa,6150763.0,6150763.0
244,19,14.833333333333334, 영등포삼환아파트 앞,20.0,74.16666666666667,POINT (126.90570831 37.53007889),다사47254800,947375,1948125,다사47ab48aa,6150763.0,6150763.0
245,7,4.333333333333333, 삼성생명 당산사옥 앞,14.0,30.95238095238095,POINT (126.89662933 37.52826309),다사46504775,946625,1947875,다사46ba47bb,5730771.38,5730771.38
245,8,6.666666666666667, 삼성생명 당산사옥 앞,14.0,47.61904761904762,POINT (126.89662933 37.52826309),다사46504775,946625,1947875,다사46ba47bb,5730771.38,5730771.38
245,18,16.0, 삼성생명 당산사옥 앞,14.0,114.28571428571428,POINT (126.89662933 37.52826309),다사46504775,946625,1947875,다사46ba47bb,5730771.38,5730771.38
245,19,16.5, 삼성생명 당산사옥 앞,14.0,117.85714285714286,POINT (126.89662933 37.52826309),다사46504775,946625,1947875,다사46ba47bb,5730771.38,5730771.38
247,7,3.6666666666666665, 당산역 10번출구 앞,29.0,12.64367816091954,POINT (126.90223694 37.53342056),다사47004825,947125,1948375,다사47aa48ab,5595920.38,5595920.38
247,8,3.333333333333333, 당산역 10번출구 앞,29.0,11.494252873563218,POINT (126.90223694 37.53342056),다사47004825,947125,1948375,다사47aa48ab,5595920.38,5595920.38
247,18,11.5, 당산역 10번출구 앞,29.0,39.6551724137931,POINT (126.90223694 37.53342056),다사47004825,947125,1948375,다사47aa48ab,5595920.38,5595920.38
247,19,10.333333333333334, 당산역 10번출구 앞,29.0,35.63218390804598,POINT (126.90223694 37.53342056),다사47004825,947125,1948375,다사47aa48ab,5595920.38,5595920.38
248,7,0.0, 초원아파트 앞,10.0,0.0,POINT (126.92420959 37.53105545),다사49004800,949125,1948125,다사49aa48aa,5197899.19,5197899.19
248,8,0.0, 초원아파트 앞,10.0,0.0,POINT (126.92420959 37.53105545),다사49004800,949125,1948125,다사49aa48aa,5197899.19,5197899.19
248,18,2.0, 초원아파트 앞,10.0,20.0,POINT (126.92420959 37.53105545),다사49004800,949125,1948125,다사49aa48aa,5197899.19,5197899.19
248,19,2.0, 초원아파트 앞,10.0,20.0,POINT (126.92420959 37.53105545),다사49004800,949125,1948125,다사49aa48aa,5197899.19,5197899.19
249,7,20.83333333333333, 여의도중학교 옆,26.0,80.12820512820512,POINT (126.93611908 37.52434921),다사50004725,950125,1947375,다사50aa47ab,3415101.14,3415101.14
249,8,20.33333333333333, 여의도중학교 옆,26.0,78.2051282051282,POINT (126.93611908 37.52434921),다사50004725,950125,1947375,다사50aa47ab,3415101.14,3415101.14
249,18,8.0, 여의도중학교 옆,26.0,30.76923076923077,POINT (126.93611908 37.52434921),다사50004725,950125,1947375,다사50aa47ab,3415101.14,3415101.14
249,19,7.666666666666667, 여의도중학교 옆,26.0,29.48717948717949,POINT (126.93611908 37.52434921),다사50004725,950125,1947375,다사50aa47ab,3415101.14,3415101.14
250,7,3.0, 대림아파트 사거리,10.0,30.0,POINT (126.92308044 37.50764084),다사49004550,949125,1945625,다사49aa45ba,4874366.39,4874366.39
250,8,3.1666666666666665, 대림아파트 사거리,10.0,31.666666666666664,POINT (126.92308044 37.50764084),다사49004550,949125,1945625,다사49aa45ba,4874366.39,4874366.39
250,18,2.0, 대림아파트 사거리,10.0,20.0,POINT (126.92308044 37.50764084),다사49004550,949125,1945625,다사49aa45ba,4874366.39,4874366.39
250,19,1.0, 대림아파트 사거리,10.0,10.0,POINT (126.92308044 37.50764084),다사49004550,949125,1945625,다사49aa45ba,4874366.39,4874366.39
251,7,12.666666666666666, 서울지방병무청 버스정류장,20.0,63.33333333333333,POINT (126.92195129 37.50449371),다사48754500,948875,1945125,다사48bb45aa,4212522.18,4212522.18
251,8,11.833333333333334, 서울지방병무청 버스정류장,20.0,59.16666666666666,POINT (126.92195129 37.50449371),다사48754500,948875,1945125,다사48bb45aa,4212522.18,4212522.18
251,18,12.0, 서울지방병무청 버스정류장,20.0,60.0,POINT (126.92195129 37.50449371),다사48754500,948875,1945125,다사48bb45aa,4212522.18,4212522.18
251,19,11.833333333333334, 서울지방병무청 버스정류장,20.0,59.16666666666666,POINT (126.92195129 37.50449371),다사48754500,948875,1945125,다사48bb45aa,4212522.18,4212522.18
252,7,10.0, 보라매역4번출구,20.0,50.0,POINT (126.91994476 37.49982834),다사48504450,948625,1944625,다사48ba44ba,5055993.01,5055993.01
252,8,10.0, 보라매역4번출구,20.0,50.0,POINT (126.91994476 37.49982834),다사48504450,948625,1944625,다사48ba44ba,5055993.01,5055993.01
252,18,11.333333333333334, 보라매역4번출구,20.0,56.66666666666666,POINT (126.91994476 37.49982834),다사48504450,948625,1944625,다사48ba44ba,5055993.01,5055993.01
252,19,10.5, 보라매역4번출구,20.0,52.5,POINT (126.91994476 37.49982834),다사48504450,948625,1944625,다사48ba44ba,5055993.01,5055993.01
253,7,0.0, 신풍역 5번출구 인근,10.0,0.0,POINT (126.90951538 37.5006485),다사47754475,947875,1944875,다사47bb44bb,5186941.69,5186941.69
253,8,0.0, 신풍역 5번출구 인근,10.0,0.0,POINT (126.90951538 37.5006485),다사47754475,947875,1944875,다사47bb44bb,5186941.69,5186941.69
253,18,0.0, 신풍역 5번출구 인근,10.0,0.0,POINT (126.90951538 37.5006485),다사47754475,947875,1944875,다사47bb44bb,5186941.69,5186941.69
253,19,0.0, 신풍역 5번출구 인근,10.0,0.0,POINT (126.90951538 37.5006485),다사47754475,947875,1944875,다사47bb44bb,5186941.69,5186941.69
254,7,10.166666666666666, 도림신협 앞,10.0,101.66666666666666,POINT (126.90341949 37.50380325),다사47254500,947375,1945125,다사47ab45aa,4539920.75,4539920.75
254,8,10.0, 도림신협 앞,10.0,100.0,POINT (126.90341949 37.50380325),다사47254500,947375,1945125,다사47ab45aa,4539920.75,4539920.75
254,18,6.0, 도림신협 앞,10.0,60.0,POINT (126.90341949 37.50380325),다사47254500,947375,1945125,다사47ab45aa,4539920.75,4539920.75
254,19,6.0, 도림신협 앞,10.0,60.0,POINT (126.90341949 37.50380325),다사47254500,947375,1945125,다사47ab45aa,4539920.75,4539920.75
255,7,21.0, 도림사거리,15.0,140.0,POINT (126.90113068 37.50657272),다사47004525,947125,1945375,다사47aa45ab,5111298.54,5111298.54
255,8,20.0, 도림사거리,15.0,133.33333333333331,POINT (126.90113068 37.50657272),다사47004525,947125,1945375,다사47aa45ab,5111298.54,5111298.54
255,18,17.166666666666668, 도림사거리,15.0,114.44444444444446,POINT (126.90113068 37.50657272),다사47004525,947125,1945375,다사47aa45ab,5111298.54,5111298.54
255,19,19.33333333333333, 도림사거리,15.0,128.88888888888889,POINT (126.90113068 37.50657272),다사47004525,947125,1945375,다사47aa45ab,5111298.54,5111298.54
256,7,6.833333333333333, 동아에코빌입구,10.0,68.33333333333333,POINT (126.89929962 37.50947571),다사46754550,946875,1945625,다사46bb45ba,3680978.02,3680978.02
256,8,5.333333333333333, 동아에코빌입구,10.0,53.333333333333336,POINT (126.89929962 37.50947571),다사46754550,946875,1945625,다사46bb45ba,3680978.02,3680978.02
256,18,22.5, 동아에코빌입구,10.0,225.0,POINT (126.89929962 37.50947571),다사46754550,946875,1945625,다사46bb45ba,3680978.02,3680978.02
256,19,23.0, 동아에코빌입구,10.0,230.0,POINT (126.89929962 37.50947571),다사46754550,946875,1945625,다사46bb45ba,3680978.02,3680978.02
258,7,58.333333333333336, 신길역3번출구,28.0,208.3333333333333,POINT (126.91429901 37.51769257),다사48004650,948125,1946625,다사48aa46ba,4646990.87,4646990.87
258,8,56.16666666666666, 신길역3번출구,28.0,200.5952380952381,POINT (126.91429901 37.51769257),다사48004650,948125,1946625,다사48aa46ba,4646990.87,4646990.87
258,18,65.0, 신길역3번출구,28.0,232.1428571428572,POINT (126.91429901 37.51769257),다사48004650,948125,1946625,다사48aa46ba,4646990.87,4646990.87
258,19,67.66666666666667, 신길역3번출구,28.0,241.66666666666669,POINT (126.91429901 37.51769257),다사48004650,948125,1946625,다사48aa46ba,4646990.87,4646990.87
259,7,36.5, 대방역6번출구,34.0,107.35294117647058,POINT (126.92593384 37.51359177),다사49254600,949375,1946125,다사49ab46aa,4215327.02,4215327.02
259,8,37.0, 대방역6번출구,34.0,108.8235294117647,POINT (126.92593384 37.51359177),다사49254600,949375,1946125,다사49ab46aa,4215327.02,4215327.02
259,18,29.666666666666668, 대방역6번출구,34.0,87.25490196078431,POINT (126.92593384 37.51359177),다사49254600,949375,1946125,다사49ab46aa,4215327.02,4215327.02
259,19,30.166666666666668, 대방역6번출구,34.0,88.72549019607844,POINT (126.92593384 37.51359177),다사49254600,949375,1946125,다사49ab46aa,4215327.02,4215327.02
260,7,40.0, 여의도 마리나선착장 앞,15.0,266.66666666666663,POINT (126.91216278 37.53365707),다사48004825,948125,1948375,다사48aa48ab,865389.76,865389.76
260,8,40.0, 여의도 마리나선착장 앞,15.0,266.66666666666663,POINT (126.91216278 37.53365707),다사48004825,948125,1948375,다사48aa48ab,865389.76,865389.76
260,18,39.0, 여의도 마리나선착장 앞,15.0,260.0,POINT (126.91216278 37.53365707),다사48004825,948125,1948375,다사48aa48ab,865389.76,865389.76
260,19,39.0, 여의도 마리나선착장 앞,15.0,260.0,POINT (126.91216278 37.53365707),다사48004825,948125,1948375,다사48aa48ab,865389.76,865389.76
262,7,1.5, 영문초등학교 사거리,24.0,6.25,POINT (126.88918304 37.51992798),다사46004675,946125,1946875,다사46aa46bb,5064291.12,5064291.12
262,8,2.833333333333333, 영문초등학교 사거리,24.0,11.805555555555555,POINT (126.88918304 37.51992798),다사46004675,946125,1946875,다사46aa46bb,5064291.12,5064291.12
262,18,0.0, 영문초등학교 사거리,24.0,0.0,POINT (126.88918304 37.51992798),다사46004675,946125,1946875,다사46aa46bb,5064291.12,5064291.12
262,19,0.3333333333333333, 영문초등학교 사거리,24.0,1.3888888888888888,POINT (126.88918304 37.51992798),다사46004675,946125,1946875,다사46aa46bb,5064291.12,5064291.12
263,7,20.83333333333333, 근로자회관 사거리,24.0,86.80555555555554,POINT (126.8886261 37.51715088),다사45754650,945875,1946625,다사45bb46ba,4625591.2,4625591.2
263,8,20.166666666666668, 근로자회관 사거리,24.0,84.02777777777779,POINT (126.8886261 37.51715088),다사45754650,945875,1946625,다사45bb46ba,4625591.2,4625591.2
263,18,18.0, 근로자회관 사거리,24.0,75.0,POINT (126.8886261 37.51715088),다사45754650,945875,1946625,다사45bb46ba,4625591.2,4625591.2
263,19,22.83333333333333, 근로자회관 사거리,24.0,95.13888888888889,POINT (126.8886261 37.51715088),다사45754650,945875,1946625,다사45bb46ba,4625591.2,4625591.2
264,7,9.0, 교보생명보험 앞,30.0,30.0,POINT (126.89161682 37.52193069),다사46004700,946125,1947125,다사46aa47aa,5272341.75,5272341.75
264,8,8.5, 교보생명보험 앞,30.0,28.33333333333333,POINT (126.89161682 37.52193069),다사46004700,946125,1947125,다사46aa47aa,5272341.75,5272341.75
264,18,9.0, 교보생명보험 앞,30.0,30.0,POINT (126.89161682 37.52193069),다사46004700,946125,1947125,다사46aa47aa,5272341.75,5272341.75
264,19,9.0, 교보생명보험 앞,30.0,30.0,POINT (126.89161682 37.52193069),다사46004700,946125,1947125,다사46aa47aa,5272341.75,5272341.75
265,7,0.0, 영등포유통상가 사거리,22.0,0.0,POINT (126.89653778 37.52113342),다사46504700,946625,1947125,다사46ba47aa,5857714.01,5857714.01
265,8,0.3333333333333333, 영등포유통상가 사거리,22.0,1.515151515151515,POINT (126.89653778 37.52113342),다사46504700,946625,1947125,다사46ba47aa,5857714.01,5857714.01
265,18,1.5, 영등포유통상가 사거리,22.0,6.8181818181818175,POINT (126.89653778 37.52113342),다사46504700,946625,1947125,다사46ba47aa,5857714.01,5857714.01
